date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202125,BL,male,10798,sex,142767,123503,7.56,86.51,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.527,52.7
202126,BL,male,6574,sex,142767,130077,4.6,91.11,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.513,51.300000000000004
202127,BL,male,5383,sex,142767,135460,3.77,94.88,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.505,50.5
202128,BL,male,5955,sex,142767,141415,4.17,99.05,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.535,53.5
202129,BL,male,7096,sex,142767,148511,4.97,104.02,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.535,53.5
202130,BL,male,3419,sex,142767,151930,2.39,106.42,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.512,51.2
202131,BL,male,2432,sex,142767,154362,1.7,108.12,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.505,50.5
202132,BL,male,2876,sex,142767,157238,2.01,110.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.508,50.8
202133,BL,male,1911,sex,142767,159149,1.34,111.47,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.498,49.8
202134,BL,male,2676,sex,142767,161825,1.87,113.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.501,50.1
202135,BL,male,2439,sex,142767,164264,1.71,115.06,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.501,50.1
202136,BL,male,2561,sex,142767,166825,1.79,116.85,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.506,50.6
202137,BL,male,3084,sex,142767,169909,2.16,119.01,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.504,50.4
202138,BL,male,3468,sex,142767,173377,2.43,121.44,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.504,50.4
202139,BL,male,2630,sex,142767,176007,1.84,123.28,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.507,50.7
202140,BL,male,1938,sex,142767,177945,1.36,124.64,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.5,50
202141,BL,male,2280,sex,142767,180225,1.6,126.24,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.516,51.6
202142,BL,male,2652,sex,142767,182877,1.86,128.09,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.511,51.1
202143,BL,male,1689,sex,142767,184566,1.18,129.28,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.511,51.1
202144,BL,male,1248,sex,142767,185814,0.87,130.15,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.498,49.8
202145,BL,male,1608,sex,142767,187422,1.13,131.28,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.525,52.5
202146,BL,male,2940,sex,142767,190362,2.06,133.34,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.508,50.8
202147,BL,male,3685,sex,142767,194047,2.58,135.92,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.459,45.9
202148,BL,male,5300,sex,142767,199347,3.71,139.63,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.428,42.8
202149,BL,male,7687,sex,142767,207034,5.38,145.02,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.486,48.6
202052,BL,female,0,sex,148202,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,NA,NA
202053,BL,female,185,sex,148202,185,0.12,0.12,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.723,72.3
202101,BL,female,845,sex,148202,1030,0.57,0.69,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.52,52
202102,BL,female,1675,sex,148202,2705,1.13,1.83,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.557,55.7
202103,BL,female,1998,sex,148202,4703,1.35,3.17,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.574,57.4
202104,BL,female,1638,sex,148202,6341,1.11,4.28,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.535,53.5
202105,BL,female,2091,sex,148202,8432,1.41,5.69,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.537,53.7
202106,BL,female,2543,sex,148202,10975,1.72,7.41,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.566,56.599999999999994
202107,BL,female,2734,sex,148202,13709,1.84,9.25,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.542,54.2
202108,BL,female,2687,sex,148202,16396,1.81,11.06,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.57,56.99999999999999
202109,BL,female,2170,sex,148202,18566,1.46,12.53,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.499,49.9
202110,BL,female,2139,sex,148202,20705,1.44,13.97,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.527,52.7
202111,BL,female,4102,sex,148202,24807,2.77,16.74,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.553,55.300000000000004
202112,BL,female,5056,sex,148202,29863,3.41,20.15,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.545,54.50000000000001
202113,BL,female,3207,sex,148202,33070,2.16,22.31,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.514,51.4
202114,BL,female,3506,sex,148202,36576,2.37,24.68,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.513,51.300000000000004
202115,BL,female,8229,sex,148202,44805,5.55,30.23,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.515,51.5
202116,BL,female,11095,sex,148202,55900,7.49,37.72,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.573,57.3
202117,BL,female,6879,sex,148202,62779,4.64,42.36,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.562,56.2
202118,BL,female,5376,sex,148202,68155,3.63,45.99,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.511,51.1
202119,BL,female,8605,sex,148202,76760,5.81,51.79,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.503,50.3
202120,BL,female,12726,sex,148202,89486,8.59,60.38,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.513,51.300000000000004
202121,BL,female,9775,sex,148202,99261,6.6,66.98,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.553,55.300000000000004
202122,BL,female,8322,sex,148202,107583,5.62,72.59,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.515,51.5
202123,BL,female,7093,sex,148202,114676,4.79,77.38,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.499,49.9
202124,BL,female,10499,sex,148202,125175,7.08,84.46,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.475,47.5
202125,BL,female,9694,sex,148202,134869,6.54,91,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.473,47.3
202126,BL,female,6241,sex,148202,141110,4.21,95.21,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.487,48.699999999999996
202127,BL,female,5272,sex,148202,146382,3.56,98.77,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.495,49.5
202128,BL,female,5185,sex,148202,151567,3.5,102.27,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.465,46.5
202129,BL,female,6157,sex,148202,157724,4.15,106.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.465,46.5
202130,BL,female,3265,sex,148202,160989,2.2,108.63,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.488,48.8
202131,BL,female,2385,sex,148202,163374,1.61,110.24,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.495,49.5
202132,BL,female,2784,sex,148202,166158,1.88,112.12,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.492,49.2
202133,BL,female,1927,sex,148202,168085,1.3,113.42,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.502,50.2
202134,BL,female,2667,sex,148202,170752,1.8,115.22,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.499,49.9
202135,BL,female,2425,sex,148202,173177,1.64,116.85,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.499,49.9
202136,BL,female,2496,sex,148202,175673,1.68,118.54,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.494,49.4
202137,BL,female,3035,sex,148202,178708,2.05,120.58,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.496,49.6
202138,BL,female,3405,sex,148202,182113,2.3,122.88,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.495,49.5
202139,BL,female,2562,sex,148202,184675,1.73,124.61,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.493,49.3
202140,BL,female,1941,sex,148202,186616,1.31,125.92,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.5,50
202141,BL,female,2136,sex,148202,188752,1.44,127.36,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.483,48.3
202142,BL,female,2532,sex,148202,191284,1.71,129.07,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.488,48.8
202143,BL,female,1615,sex,148202,192899,1.09,130.16,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.489,48.9
202144,BL,female,1259,sex,148202,194158,0.85,131.01,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.502,50.2
202145,BL,female,1457,sex,148202,195615,0.98,131.99,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.475,47.5
202146,BL,female,2842,sex,148202,198457,1.92,133.91,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.492,49.2
202147,BL,female,4345,sex,148202,202802,2.93,136.84,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.541,54.1
202148,BL,female,7070,sex,148202,209872,4.77,141.61,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.571,57.099999999999994
202149,BL,female,8122,sex,148202,217994,5.48,147.09,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.514,51.4
202052,BL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,NA,NA
202053,BL,unknown,1,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.004,0.4
202101,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202102,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202103,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202104,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202105,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202106,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202107,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202108,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202109,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202110,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202111,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202112,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202113,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202114,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202115,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202116,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202117,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202118,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202119,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202120,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202121,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202122,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202123,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202124,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202125,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202126,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202127,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202128,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202129,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202130,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202131,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202132,BL,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202133,BL,unknown,1,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202134,BL,unknown,0,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202135,BL,unknown,0,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202136,BL,unknown,0,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202137,BL,unknown,3,sex,NA,5,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202138,BL,unknown,2,sex,NA,7,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202139,BL,unknown,0,sex,NA,7,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202140,BL,unknown,0,sex,NA,7,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202141,BL,unknown,3,sex,NA,10,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.001,0.1
202142,BL,unknown,1,sex,NA,11,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202143,BL,unknown,0,sex,NA,11,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202144,BL,unknown,1,sex,NA,12,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202145,BL,unknown,0,sex,NA,12,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202146,BL,unknown,0,sex,NA,12,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202147,BL,unknown,0,sex,NA,12,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202148,BL,unknown,1,sex,NA,13,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202149,BL,unknown,0,sex,NA,13,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202052,BS,male,0,sex,95621,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,NA,NA
202053,BS,male,1135,sex,95621,1135,1.19,1.19,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.517,51.7
202101,BS,male,833,sex,95621,1968,0.87,2.06,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.503,50.3
202102,BS,male,1489,sex,95621,3457,1.56,3.62,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.446,44.6
202103,BS,male,1843,sex,95621,5300,1.93,5.54,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.449,44.9
202104,BS,male,1194,sex,95621,6494,1.25,6.79,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.441,44.1
202105,BS,male,294,sex,95621,6788,0.31,7.1,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.364,36.4
202106,BS,male,1917,sex,95621,8705,2,9.1,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.452,45.2
202107,BS,male,690,sex,95621,9395,0.72,9.83,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.381,38.1
202108,BS,male,866,sex,95621,10261,0.91,10.73,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.37,37
202109,BS,male,1071,sex,95621,11332,1.12,11.85,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.361,36.1
202110,BS,male,850,sex,95621,12182,0.89,12.74,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.401,40.1
202111,BS,male,266,sex,95621,12448,0.28,13.02,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.37,37
202112,BS,male,1613,sex,95621,14061,1.69,14.7,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.39,39
202113,BS,male,1694,sex,95621,15755,1.77,16.48,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.364,36.4
202114,BS,male,1081,sex,95621,16836,1.13,17.61,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.385,38.5
202115,BS,male,1340,sex,95621,18176,1.4,19.01,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.342,34.2
202116,BS,male,4930,sex,95621,23106,5.16,24.16,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.439,43.9
202117,BS,male,4311,sex,95621,27417,4.51,28.67,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.428,42.8
202118,BS,male,4715,sex,95621,32132,4.93,33.6,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.432,43.2
202119,BS,male,6665,sex,95621,38797,6.97,40.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.479,47.9
202120,BS,male,6953,sex,95621,45750,7.27,47.85,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.458,45.800000000000004
202121,BS,male,7303,sex,95621,53053,7.64,55.48,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.474,47.4
202122,BS,male,9653,sex,95621,62706,10.1,65.58,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.476,47.599999999999994
202123,BS,male,6885,sex,95621,69591,7.2,72.78,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.499,49.9
202124,BS,male,6682,sex,95621,76273,6.99,79.77,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.504,50.4
202125,BS,male,7727,sex,95621,84000,8.08,87.85,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.515,51.5
202126,BS,male,7819,sex,95621,91819,8.18,96.02,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.51,51
202127,BS,male,3097,sex,95621,94916,3.24,99.26,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.501,50.1
202128,BS,male,3967,sex,95621,98883,4.15,103.41,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.517,51.7
202129,BS,male,4638,sex,95621,103521,4.85,108.26,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.529,52.900000000000006
202130,BS,male,2494,sex,95621,106015,2.61,110.87,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.512,51.2
202131,BS,male,2740,sex,95621,108755,2.87,113.74,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.513,51.300000000000004
202132,BS,male,1397,sex,95621,110152,1.46,115.2,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.478,47.8
202133,BS,male,1815,sex,95621,111967,1.9,117.09,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.487,48.699999999999996
202134,BS,male,2047,sex,95621,114014,2.14,119.24,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.493,49.3
202135,BS,male,2322,sex,95621,116336,2.43,121.66,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.503,50.3
202136,BS,male,2135,sex,95621,118471,2.23,123.9,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.5,50
202137,BS,male,3010,sex,95621,121481,3.15,127.04,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.487,48.699999999999996
202138,BS,male,2334,sex,95621,123815,2.44,129.49,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.493,49.3
202139,BS,male,2325,sex,95621,126140,2.43,131.92,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.505,50.5
202140,BS,male,2172,sex,95621,128312,2.27,134.19,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.51,51
202141,BS,male,2336,sex,95621,130648,2.44,136.63,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.497,49.7
202142,BS,male,1670,sex,95621,132318,1.75,138.38,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.485,48.5
202143,BS,male,1305,sex,95621,133623,1.36,139.74,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.478,47.8
202144,BS,male,1090,sex,95621,134713,1.14,140.88,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.504,50.4
202145,BS,male,1499,sex,95621,136212,1.57,142.45,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.476,47.599999999999994
202146,BS,male,4320,sex,95621,140532,4.52,146.97,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.46,46
202147,BS,male,5204,sex,95621,145736,5.44,152.41,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.458,45.800000000000004
202148,BS,male,5346,sex,95621,151082,5.59,158,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.43,43
202149,BS,male,6182,sex,95621,157264,6.47,164.47,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.447,44.7
202052,BS,female,0,sex,101114,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,NA,NA
202053,BS,female,1060,sex,101114,1060,1.05,1.05,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.483,48.3
202101,BS,female,824,sex,101114,1884,0.81,1.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.497,49.7
202102,BS,female,1848,sex,101114,3732,1.83,3.69,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.554,55.400000000000006
202103,BS,female,2262,sex,101114,5994,2.24,5.93,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.551,55.1
202104,BS,female,1513,sex,101114,7507,1.5,7.42,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.559,55.900000000000006
202105,BS,female,513,sex,101114,8020,0.51,7.93,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.636,63.6
202106,BS,female,2327,sex,101114,10347,2.3,10.23,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.548,54.800000000000004
202107,BS,female,1122,sex,101114,11469,1.11,11.34,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.619,61.9
202108,BS,female,1476,sex,101114,12945,1.46,12.8,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.63,63
202109,BS,female,1897,sex,101114,14842,1.88,14.68,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.639,63.9
202110,BS,female,1269,sex,101114,16111,1.26,15.93,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.599,59.9
202111,BS,female,452,sex,101114,16563,0.45,16.38,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.63,63
202112,BS,female,2518,sex,101114,19081,2.49,18.87,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.61,61
202113,BS,female,2957,sex,101114,22038,2.92,21.8,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.636,63.6
202114,BS,female,1726,sex,101114,23764,1.71,23.5,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.615,61.5
202115,BS,female,2583,sex,101114,26347,2.55,26.06,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.658,65.8
202116,BS,female,6298,sex,101114,32645,6.23,32.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.561,56.10000000000001
202117,BS,female,5759,sex,101114,38404,5.7,37.98,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.572,57.199999999999996
202118,BS,female,6196,sex,101114,44600,6.13,44.11,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.568,56.8
202119,BS,female,7253,sex,101114,51853,7.17,51.28,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.521,52.1
202120,BS,female,8233,sex,101114,60086,8.14,59.42,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.542,54.2
202121,BS,female,8105,sex,101114,68191,8.02,67.44,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.526,52.6
202122,BS,female,10626,sex,101114,78817,10.51,77.95,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.524,52.400000000000006
202123,BS,female,6904,sex,101114,85721,6.83,84.78,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.501,50.1
202124,BS,female,6589,sex,101114,92310,6.52,91.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.496,49.6
202125,BS,female,7280,sex,101114,99590,7.2,98.49,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.485,48.5
202126,BS,female,7520,sex,101114,107110,7.44,105.93,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.49,49
202127,BS,female,3089,sex,101114,110199,3.05,108.98,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.499,49.9
202128,BS,female,3713,sex,101114,113912,3.67,112.66,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.483,48.3
