geoRegion,datum,entries,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_vacc_info,timeframe_28d,timeframe_14d,sumTotal,offset_vacc_info,sumTotal_vacc_info,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
JU,202019,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,206,5366,0,1,100,73709,4.07,279.48,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-19,1,1.36,50,0
LU,202019,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,690,20187,0,1,100,416347,1.92,165.73,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-19,-16,-3.84,-66.7,0
NE,202019,22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,686,13056,0,1,100,175894,12.51,390.01,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-19,3,1.71,15.8,0
NW,202019,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,117,1775,0,1,100,43520,11.49,268.84,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-19,4,9.19,400,0
OW,202019,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,1566,0,NA,NA,38108,0,194.18,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-19,-6,-15.74,-100,NA
SG,202019,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,787,31695,0,1,100,514504,1.55,152.96,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-19,-10,-1.95,-55.6,0
SH,202019,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78,3476,0,1,100,83107,3.61,93.85,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-19,2,2.41,200,0
SO,202019,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,401,12441,0,1,100,277462,7.21,144.52,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-19,2,0.72,11.1,0
SZ,202019,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,294,8946,0,1,100,162157,0.62,181.31,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-19,-8,-4.93,-88.9,0
TG,202019,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,351,13428,0,1,100,282909,0.71,124.07,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-19,-4,-1.41,-66.7,0
TI,202019,28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3231,26445,0,1,100,350986,7.98,920.55,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-19,-28,-7.98,-50,0
UR,202019,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,89,1650,0,1,100,36819,5.43,241.72,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-19,-5,-13.58,-71.4,0
VD,202019,62,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5478,63009,0,1,100,814762,7.61,672.34,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-19,-38,-4.66,-38,0
VS,202019,21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1874,28763,0,1,100,348503,6.03,537.73,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-19,-28,-8.03,-57.1,0
ZG,202019,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,164,5807,0,1,100,128794,1.55,127.34,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-19,-5,-3.89,-71.4,0
ZH,202019,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3468,81674,0,1,100,1553423,3.54,223.25,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-19,-12,-0.77,-17.9,0
AG,202020,21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1182,33563,0,1,100,694072,3.03,170.3,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-11,-1.58,-34.4,0
AI,202020,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,822,0,NA,NA,16293,0,153.44,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,0,0,NA,NA
AR,202020,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,91,2883,0,1,100,55309,1.81,164.53,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,0,0,0,0
BE,202020,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1856,48950,0,1,100,1043132,1.82,177.93,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-19,-1.82,-50,0
BL,202020,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,880,12523,0,1,100,290969,0.69,302.44,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-1,-0.34,-33.3,0
BS,202020,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1124,9516,0,1,100,196735,3.05,571.33,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-1,-0.51,-14.3,0
FL,202020,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,83,2522,0,NA,NA,39055,0,212.52,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,0,0,NA,NA
FR,202020,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1160,25270,0,1,100,325496,2.46,356.38,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-22,-6.76,-73.3,0
GE,202020,28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5195,46969,0,1,100,506343,5.53,1025.98,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-12,-2.37,-30,0
GL,202020,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,127,2015,0,NA,NA,40851,0,310.89,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-4,-9.79,-100,NA
GR,202020,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,796,9717,0,1,100,200096,1,397.81,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-2,-1,-50,0
JU,202020,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,206,5366,0,NA,NA,73709,0,279.48,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-3,-4.07,-100,NA
LU,202020,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,701,20187,0,1,100,416347,2.64,168.37,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,3,0.72,37.5,0
NE,202020,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,690,13056,0,1,100,175894,2.27,392.28,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-18,-10.24,-81.8,0
NW,202020,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,121,1775,0,1,100,43520,9.19,278.03,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-1,-2.3,-20,0
OW,202020,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,1566,0,NA,NA,38108,0,194.18,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,0,0,NA,NA
SG,202020,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,790,31695,0,1,100,514504,0.58,153.55,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-5,-0.97,-62.5,0
SH,202020,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78,3476,0,NA,NA,83107,0,93.85,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-3,-3.61,-100,NA
SO,202020,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,412,12441,0,1,100,277462,3.96,148.49,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-9,-3.25,-45,0
SZ,202020,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,295,8946,0,1,100,162157,0.62,181.92,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,0,0,0,0
TG,202020,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,353,13428,0,1,100,282909,0.71,124.78,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,0,0,0,0
TI,202020,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3250,26445,0,1,100,350986,5.41,925.96,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-9,-2.57,-32.1,0
UR,202020,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,90,1650,0,1,100,36819,2.72,244.44,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-1,-2.71,-50,0
VD,202020,37,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5515,63009,0,1,100,814762,4.54,676.88,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-25,-3.07,-40.3,0
VS,202020,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1893,28763,0,1,100,348503,5.45,543.18,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-2,-0.58,-9.5,0
ZG,202020,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,168,5807,0,1,100,128794,3.11,130.44,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,2,1.56,100,0
ZH,202020,28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3496,81674,0,1,100,1553423,1.8,225.05,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-20,-27,-1.74,-49.1,0
AG,202021,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1193,33563,0,1,100,694072,1.58,171.88,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,-10,-1.45,-47.6,0
AI,202021,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,822,0,NA,NA,16293,0,153.44,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,0,0,NA,NA
AR,202021,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,91,2883,0,NA,NA,55309,0,164.53,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,-1,-1.81,-100,NA
BE,202021,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1874,48950,0,1,100,1043132,1.73,179.65,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,-1,-0.09,-5.3,0
BL,202021,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,880,12523,0,NA,NA,290969,0,302.44,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,-2,-0.69,-100,NA
BS,202021,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1125,9516,0,1,100,196735,0.51,571.84,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,-5,-2.54,-83.3,0
FL,202021,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,83,2522,0,NA,NA,39055,0,212.52,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,0,0,NA,NA
FR,202021,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1170,25270,0,1,100,325496,3.07,359.45,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,2,0.61,25,0
GE,202021,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5214,46969,0,1,100,506343,3.75,1029.74,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,-9,-1.78,-32.1,0
GL,202021,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,127,2015,0,NA,NA,40851,0,310.89,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,0,0,NA,NA
GR,202021,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,799,9717,0,1,100,200096,1.5,399.31,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,1,0.5,50,0
JU,202021,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,208,5366,0,1,100,73709,2.71,282.19,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,2,2.71,NA,NA
LU,202021,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,709,20187,0,1,100,416347,1.92,170.29,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,-3,-0.72,-27.3,0
NE,202021,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,695,13056,0,1,100,175894,2.84,395.12,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,1,0.57,25,0
NW,202021,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,121,1775,0,NA,NA,43520,0,278.03,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,-4,-9.19,-100,NA
OW,202021,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,1566,0,1,100,38108,7.87,202.06,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,3,7.87,NA,NA
SG,202021,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,791,31695,0,1,100,514504,0.19,153.74,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,-2,-0.39,-66.7,0
SH,202021,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79,3476,0,1,100,83107,1.2,95.06,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,1,1.2,NA,NA
SO,202021,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,414,12441,0,1,100,277462,0.72,149.21,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,-9,-3.24,-81.8,0
SZ,202021,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,295,8946,0,NA,NA,162157,0,181.92,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,-1,-0.62,-100,NA
TG,202021,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,354,13428,0,1,100,282909,0.35,125.13,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,-1,-0.36,-50,0
TI,202021,23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3273,26445,0,1,100,350986,6.55,932.52,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,4,1.14,21.1,0
UR,202021,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,91,1650,0,1,100,36819,2.72,247.16,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,0,0,0,0
VD,202021,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5540,63009,0,1,100,814762,3.07,679.95,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,-12,-1.47,-32.4,0
VS,202021,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1898,28763,0,1,100,348503,1.43,544.62,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,-14,-4.02,-73.7,0
ZG,202021,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,171,5807,0,1,100,128794,2.33,132.77,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,-1,-0.78,-25,0
ZH,202021,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3508,81674,0,1,100,1553423,0.77,225.82,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-21,-16,-1.03,-57.1,0
AG,202022,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1206,33563,0,1,100,694072,1.87,173.76,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,2,0.29,18.2,0
AI,202022,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,822,0,NA,NA,16293,0,153.44,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,0,0,NA,NA
AR,202022,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,91,2883,0,NA,NA,55309,0,164.53,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,0,0,NA,NA
BE,202022,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1883,48950,0,1,100,1043132,0.86,180.51,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,-9,-0.87,-50,0
BL,202022,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,885,12523,0,1,100,290969,1.72,304.16,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,5,1.72,NA,NA
BS,202022,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1127,9516,0,1,100,196735,1.02,572.85,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,1,0.51,100,0
FL,202022,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,83,2522,0,NA,NA,39055,0,212.52,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,0,0,NA,NA
FR,202022,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1173,25270,0,1,100,325496,0.92,360.37,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,-7,-2.15,-70,0
GE,202022,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5234,46969,0,1,100,506343,3.95,1033.69,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,1,0.2,5.3,0
GL,202022,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,127,2015,0,NA,NA,40851,0,310.89,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,0,0,NA,NA
GR,202022,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,801,9717,0,1,100,200096,1,400.31,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,-1,-0.5,-33.3,0
JU,202022,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,210,5366,0,1,100,73709,2.71,284.9,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,0,0,0,0
LU,202022,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,710,20187,0,1,100,416347,0.24,170.53,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,-7,-1.68,-87.5,0
NE,202022,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,697,13056,0,1,100,175894,1.14,396.26,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,-3,-1.7,-60,0
NW,202022,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,122,1775,0,1,100,43520,2.3,280.33,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,1,2.3,NA,NA
OW,202022,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,1566,0,NA,NA,38108,0,202.06,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,-3,-7.87,-100,NA
SG,202022,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,792,31695,0,1,100,514504,0.19,153.93,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,0,0,0,0
SH,202022,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79,3476,0,NA,NA,83107,0,95.06,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,-1,-1.2,-100,NA
SO,202022,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,418,12441,0,1,100,277462,1.44,150.65,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,2,0.72,100,0
SZ,202022,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,295,8946,0,NA,NA,162157,0,181.92,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,0,0,NA,NA
TG,202022,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,357,13428,0,1,100,282909,1.06,126.19,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,2,0.71,200,0
TI,202022,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3283,26445,0,1,100,350986,2.85,935.36,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,-13,-3.7,-56.5,0
UR,202022,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,91,1650,0,NA,NA,36819,0,247.16,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,-1,-2.72,-100,NA
VD,202022,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5553,63009,0,1,100,814762,1.6,681.55,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,-12,-1.47,-48,0
VS,202022,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1907,28763,0,1,100,348503,2.58,547.2,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,4,1.15,80,0
ZG,202022,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,171,5807,0,NA,NA,128794,0,132.77,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,-3,-2.33,-100,NA
ZH,202022,26,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3534,81674,0,1,100,1553423,1.67,227.5,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-22,14,0.9,116.7,0
AG,202023,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1211,33563,0,1,100,694072,0.72,174.48,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-23,-8,-1.15,-61.5,0
AI,202023,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,822,0,NA,NA,16293,0,153.44,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-23,0,0,NA,NA
AR,202023,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,91,2883,0,NA,NA,55309,0,164.53,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-23,0,0,NA,NA
BE,202023,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1890,48950,0,1,100,1043132,0.67,181.19,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-23,-2,-0.19,-22.2,0
BL,202023,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,887,12523,0,1,100,290969,0.69,304.84,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-23,-3,-1.03,-60,0
BS,202023,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1131,9516,0,1,100,196735,2.03,574.88,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-23,2,1.01,100,0
FL,202023,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,83,2522,0,NA,NA,39055,0,212.52,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-23,0,0,NA,NA
FR,202023,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1185,25270,0,1,100,325496,3.69,364.06,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-23,9,2.77,300,0
GE,202023,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5244,46969,0,1,100,506343,1.97,1035.66,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-23,-10,-1.98,-50,0
GL,202023,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,127,2015,0,NA,NA,40851,0,310.89,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-23,0,0,NA,NA
GR,202023,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,802,9717,0,1,100,200096,0.5,400.81,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-23,-1,-0.5,-50,0
JU,202023,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,210,5366,0,NA,NA,73709,0,284.9,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-23,-2,-2.71,-100,NA
LU,202023,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,711,20187,0,1,100,416347,0.24,170.77,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-23,0,0,0,0
NE,202023,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,703,13056,0,1,100,175894,3.41,399.67,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-23,4,2.27,200,0
NW,202023,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,122,1775,0,NA,NA,43520,0,280.33,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-23,-1,-2.3,-100,NA
OW,202023,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,1566,0,NA,NA,38108,0,202.06,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-23,0,0,NA,NA
SG,202023,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,794,31695,0,1,100,514504,0.39,154.32,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-23,1,0.2,100,0
SH,202023,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,3476,0,1,100,83107,1.2,96.26,COVID19Cases,,2021-12-16_07-53-19,isoweek,2020-23,1,1.2,NA,NA
