date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202135,JU,male,653,sex,36474,19924,1.79,54.63,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.471,47.099999999999994
202136,JU,male,556,sex,36474,20480,1.52,56.15,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.489,48.9
202137,JU,male,775,sex,36474,21255,2.12,58.27,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.53,53
202138,JU,male,594,sex,36474,21849,1.63,59.9,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.536,53.6
202139,JU,male,349,sex,36474,22198,0.96,60.86,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.51,51
202140,JU,male,188,sex,36474,22386,0.52,61.38,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.515,51.5
202141,JU,male,185,sex,36474,22571,0.51,61.88,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.503,50.3
202142,JU,male,175,sex,36474,22746,0.48,62.36,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.549,54.900000000000006
202143,JU,male,141,sex,36474,22887,0.39,62.75,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.557,55.7
202144,JU,male,115,sex,36474,23002,0.32,63.06,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.504,50.4
202145,JU,male,148,sex,36474,23150,0.41,63.47,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.482,48.199999999999996
202146,JU,male,134,sex,36474,23284,0.37,63.84,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.502,50.2
202147,JU,male,103,sex,36474,23387,0.28,64.12,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.52,52
202148,JU,male,95,sex,36474,23482,0.26,64.38,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.519,51.9
202052,JU,female,0,sex,37235,0,0,0,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,NA,NA
202053,JU,female,0,sex,37235,0,0,0,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,NA,NA
202101,JU,female,318,sex,37235,318,0.85,0.85,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.69,69
202102,JU,female,275,sex,37235,593,0.74,1.59,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.722,72.2
202103,JU,female,587,sex,37235,1180,1.58,3.17,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.576,57.599999999999994
202104,JU,female,287,sex,37235,1467,0.77,3.94,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.474,47.4
202105,JU,female,233,sex,37235,1700,0.63,4.57,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.476,47.599999999999994
202106,JU,female,258,sex,37235,1958,0.69,5.26,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.571,57.099999999999994
202107,JU,female,293,sex,37235,2251,0.79,6.05,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.584,58.4
202108,JU,female,491,sex,37235,2742,1.32,7.36,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.566,56.599999999999994
202109,JU,female,443,sex,37235,3185,1.19,8.55,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.549,54.900000000000006
202110,JU,female,504,sex,37235,3689,1.35,9.91,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.592,59.199999999999996
202111,JU,female,319,sex,37235,4008,0.86,10.76,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.587,58.699999999999996
202112,JU,female,110,sex,37235,4118,0.3,11.06,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.534,53.400000000000006
202113,JU,female,448,sex,37235,4566,1.2,12.26,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.553,55.300000000000004
202114,JU,female,524,sex,37235,5090,1.41,13.67,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.553,55.300000000000004
202115,JU,female,849,sex,37235,5939,2.28,15.95,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.548,54.800000000000004
202116,JU,female,982,sex,37235,6921,2.64,18.59,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.521,52.1
202117,JU,female,1017,sex,37235,7938,2.73,21.32,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.536,53.6
202118,JU,female,1686,sex,37235,9624,4.53,25.85,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.52,52
202119,JU,female,1441,sex,37235,11065,3.87,29.72,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.486,48.6
202120,JU,female,1575,sex,37235,12640,4.23,33.95,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.47,47
202121,JU,female,1374,sex,37235,14014,3.69,37.64,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.487,48.699999999999996
202122,JU,female,1196,sex,37235,15210,3.21,40.85,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.486,48.6
202123,JU,female,1128,sex,37235,16338,3.03,43.88,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.498,49.8
202124,JU,female,661,sex,37235,16999,1.78,45.65,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.481,48.1
202125,JU,female,249,sex,37235,17248,0.67,46.32,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.516,51.6
202126,JU,female,408,sex,37235,17656,1.1,47.42,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.505,50.5
202127,JU,female,283,sex,37235,17939,0.76,48.18,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.502,50.2
202128,JU,female,383,sex,37235,18322,1.03,49.21,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.499,49.9
202129,JU,female,366,sex,37235,18688,0.98,50.19,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.485,48.5
202130,JU,female,325,sex,37235,19013,0.87,51.06,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.502,50.2
202131,JU,female,276,sex,37235,19289,0.74,51.8,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.467,46.7
202132,JU,female,315,sex,37235,19604,0.85,52.65,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.444,44.4
202133,JU,female,322,sex,37235,19926,0.86,53.51,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.454,45.4
202134,JU,female,443,sex,37235,20369,1.19,54.7,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.521,52.1
202135,JU,female,733,sex,37235,21102,1.97,56.67,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.529,52.900000000000006
202136,JU,female,580,sex,37235,21682,1.56,58.23,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.511,51.1
202137,JU,female,688,sex,37235,22370,1.85,60.08,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.47,47
202138,JU,female,514,sex,37235,22884,1.38,61.46,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.464,46.400000000000006
202139,JU,female,335,sex,37235,23219,0.9,62.36,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.49,49
202140,JU,female,177,sex,37235,23396,0.48,62.83,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.485,48.5
202141,JU,female,183,sex,37235,23579,0.49,63.32,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.497,49.7
202142,JU,female,144,sex,37235,23723,0.39,63.71,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.451,45.1
202143,JU,female,112,sex,37235,23835,0.3,64.01,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.443,44.3
202144,JU,female,113,sex,37235,23948,0.3,64.32,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.496,49.6
202145,JU,female,159,sex,37235,24107,0.43,64.74,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.518,51.800000000000004
202146,JU,female,133,sex,37235,24240,0.36,65.1,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.498,49.8
202147,JU,female,95,sex,37235,24335,0.26,65.36,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.48,48
202148,JU,female,88,sex,37235,24423,0.24,65.59,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.481,48.1
202052,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,NA,NA
202053,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,NA,NA
202101,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202102,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202103,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202104,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202105,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202106,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202107,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202108,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202109,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202110,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202111,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202112,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202113,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202114,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202115,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202116,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202117,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202118,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202119,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202120,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202121,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202122,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202123,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202124,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202125,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202126,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202127,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202128,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202129,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202130,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202131,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202132,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202133,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202134,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202135,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202136,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202137,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202138,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202139,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202140,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202141,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202142,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202143,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202144,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202145,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202146,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202147,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202148,JU,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0,0
202052,LU,male,200,sex,207582,200,0.1,0.1,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.311,31.1
202053,LU,male,179,sex,207582,379,0.09,0.18,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.312,31.2
202101,LU,male,1024,sex,207582,1403,0.49,0.68,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.318,31.8
202102,LU,male,1490,sex,207582,2893,0.72,1.39,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.392,39.2
202103,LU,male,2023,sex,207582,4916,0.97,2.37,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.494,49.4
202104,LU,male,2388,sex,207582,7304,1.15,3.52,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.442,44.2
202105,LU,male,174,sex,207582,7478,0.08,3.6,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.258,25.8
202106,LU,male,316,sex,207582,7794,0.15,3.75,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.294,29.4
202107,LU,male,709,sex,207582,8503,0.34,4.1,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.399,39.900000000000006
202108,LU,male,513,sex,207582,9016,0.25,4.34,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.256,25.6
202109,LU,male,2262,sex,207582,11278,1.09,5.43,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.404,40.400000000000006
202110,LU,male,1964,sex,207582,13242,0.95,6.38,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.389,38.9
202111,LU,male,1439,sex,207582,14681,0.69,7.07,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.378,37.8
202112,LU,male,3295,sex,207582,17976,1.59,8.66,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.485,48.5
202113,LU,male,1542,sex,207582,19518,0.74,9.4,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.403,40.300000000000004
202114,LU,male,2148,sex,207582,21666,1.03,10.44,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.496,49.6
202115,LU,male,3312,sex,207582,24978,1.6,12.03,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.506,50.6
202116,LU,male,3996,sex,207582,28974,1.93,13.96,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.458,45.800000000000004
202117,LU,male,6968,sex,207582,35942,3.36,17.31,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.469,46.9
202118,LU,male,8086,sex,207582,44028,3.9,21.21,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.484,48.4
202119,LU,male,8588,sex,207582,52616,4.14,25.35,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.503,50.3
202120,LU,male,9869,sex,207582,62485,4.75,30.1,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.524,52.400000000000006
202121,LU,male,5972,sex,207582,68457,2.88,32.98,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.529,52.900000000000006
202122,LU,male,7340,sex,207582,75797,3.54,36.51,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.525,52.5
202123,LU,male,5451,sex,207582,81248,2.63,39.14,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.521,52.1
202124,LU,male,5423,sex,207582,86671,2.61,41.75,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.524,52.400000000000006
202125,LU,male,7051,sex,207582,93722,3.4,45.15,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.542,54.2
202126,LU,male,4062,sex,207582,97784,1.96,47.11,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.533,53.300000000000004
202127,LU,male,3167,sex,207582,100951,1.53,48.63,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.533,53.300000000000004
202128,LU,male,1356,sex,207582,102307,0.65,49.29,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.551,55.1
202129,LU,male,681,sex,207582,102988,0.33,49.61,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.485,48.5
202130,LU,male,2180,sex,207582,105168,1.05,50.66,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.526,52.6
202131,LU,male,1301,sex,207582,106469,0.63,51.29,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.508,50.8
202132,LU,male,1988,sex,207582,108457,0.96,52.25,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.515,51.5
202133,LU,male,2385,sex,207582,110842,1.15,53.4,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.509,50.9
202134,LU,male,2847,sex,207582,113689,1.37,54.77,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.504,50.4
202135,LU,male,2805,sex,207582,116494,1.35,56.12,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.506,50.6
202136,LU,male,4006,sex,207582,120500,1.93,58.05,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.511,51.1
202137,LU,male,3955,sex,207582,124455,1.91,59.95,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.531,53.1
202138,LU,male,2944,sex,207582,127399,1.42,61.37,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.523,52.300000000000004
202139,LU,male,1594,sex,207582,128993,0.77,62.14,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.536,53.6
202140,LU,male,1418,sex,207582,130411,0.68,62.82,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.514,51.4
202141,LU,male,1345,sex,207582,131756,0.65,63.47,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.539,53.900000000000006
202142,LU,male,843,sex,207582,132599,0.41,63.88,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.517,51.7
202143,LU,male,544,sex,207582,133143,0.26,64.14,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.517,51.7
202144,LU,male,562,sex,207582,133705,0.27,64.41,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.511,51.1
202145,LU,male,1183,sex,207582,134888,0.57,64.98,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.533,53.300000000000004
202146,LU,male,517,sex,207582,135405,0.25,65.23,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.485,48.5
202147,LU,male,472,sex,207582,135877,0.23,65.46,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.464,46.400000000000006
202148,LU,male,730,sex,207582,136607,0.35,65.81,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.516,51.6
202052,LU,female,444,sex,208765,444,0.21,0.21,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.689,68.89999999999999
202053,LU,female,395,sex,208765,839,0.19,0.4,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.688,68.8
202101,LU,female,2198,sex,208765,3037,1.05,1.45,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.682,68.2
202102,LU,female,2313,sex,208765,5350,1.11,2.56,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.608,60.8
202103,LU,female,2074,sex,208765,7424,0.99,3.56,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.506,50.6
202104,LU,female,3010,sex,208765,10434,1.44,5,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.558,55.800000000000004
202105,LU,female,501,sex,208765,10935,0.24,5.24,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.742,74.2
202106,LU,female,758,sex,208765,11693,0.36,5.6,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.706,70.6
202107,LU,female,1066,sex,208765,12759,0.51,6.11,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.601,60.099999999999994
202108,LU,female,1487,sex,208765,14246,0.71,6.82,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.744,74.4
202109,LU,female,3332,sex,208765,17578,1.6,8.42,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.596,59.599999999999994
202110,LU,female,3086,sex,208765,20664,1.48,9.9,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.611,61.1
202111,LU,female,2367,sex,208765,23031,1.13,11.03,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.622,62.2
202112,LU,female,3505,sex,208765,26536,1.68,12.71,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.515,51.5
202113,LU,female,2280,sex,208765,28816,1.09,13.8,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.597,59.699999999999996
202114,LU,female,2181,sex,208765,30997,1.04,14.85,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.504,50.4
202115,LU,female,3231,sex,208765,34228,1.55,16.4,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.494,49.4
202116,LU,female,4726,sex,208765,38954,2.26,18.66,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.542,54.2
202117,LU,female,7892,sex,208765,46846,3.78,22.44,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.531,53.1
202118,LU,female,8637,sex,208765,55483,4.14,26.58,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.516,51.6
202119,LU,female,8476,sex,208765,63959,4.06,30.64,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.497,49.7
202120,LU,female,8982,sex,208765,72941,4.3,34.94,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.476,47.599999999999994
202121,LU,female,5308,sex,208765,78249,2.54,37.48,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.471,47.099999999999994
202122,LU,female,6644,sex,208765,84893,3.18,40.66,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.475,47.5
202123,LU,female,5006,sex,208765,89899,2.4,43.06,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.479,47.9
202124,LU,female,4919,sex,208765,94818,2.36,45.42,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.476,47.599999999999994
202125,LU,female,5949,sex,208765,100767,2.85,48.27,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.458,45.800000000000004
202126,LU,female,3553,sex,208765,104320,1.7,49.97,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.467,46.7
202127,LU,female,2773,sex,208765,107093,1.33,51.3,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.467,46.7
202128,LU,female,1104,sex,208765,108197,0.53,51.83,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.449,44.9
202129,LU,female,722,sex,208765,108919,0.35,52.17,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.515,51.5
202130,LU,female,1965,sex,208765,110884,0.94,53.11,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.474,47.4
202131,LU,female,1260,sex,208765,112144,0.6,53.72,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.492,49.2
202132,LU,female,1870,sex,208765,114014,0.9,54.61,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.485,48.5
202133,LU,female,2297,sex,208765,116311,1.1,55.71,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.491,49.1
202134,LU,female,2805,sex,208765,119116,1.34,57.06,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.496,49.6
202135,LU,female,2742,sex,208765,121858,1.31,58.37,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.494,49.4
202136,LU,female,3829,sex,208765,125687,1.83,60.21,COVID19AtLeastOneDosePersons,2021-12-06_07-48-24,detailed,0.489,48.9
